   energy  Pt-5d_up  Pt-5d_down  Propane_up  Propane_down
 -2.62829   1.77169    -1.70902     0.08603      -0.07150
 -2.60325   1.76376    -1.78652     0.08695      -0.07509
 -2.57822   1.68893    -1.81916     0.08541      -0.07746
 -2.55319   1.56360    -1.78525     0.08222      -0.07812
 -2.52816   1.42408    -1.68715     0.07906      -0.07735
 -2.50313   1.30783    -1.55196     0.07746      -0.07622
 -2.47810   1.23332    -1.41464     0.07829      -0.07587
 -2.45307   1.19440    -1.29828     0.08115      -0.07680
 -2.42804   1.17206    -1.20809     0.08550      -0.07881
 -2.40300   1.15104    -1.14061     0.09087      -0.08195
 -2.37797   1.12566    -1.09513     0.09684      -0.08669
 -2.35294   1.09222    -1.07337     0.10210      -0.09333
 -2.32791   1.03972    -1.06831     0.10413      -0.10077
 -2.30288   0.95194    -1.05656     0.10011      -0.10587
 -2.27785   0.82075    -1.00674     0.08887      -0.10485
 -2.25282   0.65728    -0.89959     0.07180      -0.09554
 -2.22778   0.48942    -0.74293     0.05260      -0.07899
 -2.20275   0.34768    -0.56846     0.03526      -0.05914
 -2.17772   0.25128    -0.41397     0.02238      -0.04047
 -2.15269   0.20475    -0.30561     0.01457      -0.02628
 -2.12766   0.20462    -0.25271     0.01120      -0.01754
 -2.10263   0.24867    -0.25441     0.01112      -0.01369
 -2.07760   0.33882    -0.30871     0.01325      -0.01345
 -2.05257   0.47546    -0.41474     0.01679      -0.01556
 -2.02753   0.64712    -0.56667     0.02088      -0.01899
 -2.00250   0.82388    -0.74476     0.02440      -0.02260
 -1.97747   0.96173    -0.91222     0.02634      -0.02527
 -1.95244   1.01847    -1.02374     0.02593      -0.02609
 -1.92741   0.97310    -1.04307     0.02312      -0.02458
 -1.90238   0.83680    -0.96003     0.01870      -0.02103
 -1.87735   0.64803    -0.79630     0.01371      -0.01633
 -1.85232   0.45592    -0.59607     0.00916      -0.01148
 -1.82728   0.30335    -0.40836     0.00578      -0.00744
 -1.80225   0.21964    -0.27271     0.00391      -0.00471
 -1.77722   0.22313    -0.21506     0.00370      -0.00350
 -1.75219   0.32543    -0.25151     0.00513      -0.00398
 -1.72716   0.52804    -0.39055     0.00825      -0.00616
 -1.70213   0.81100    -0.62637     0.01271      -0.00985
 -1.67710   1.12353    -0.92695     0.01783      -0.01465
 -1.65207   1.39140    -1.22970     0.02253      -0.01958
 -1.62703   1.54465    -1.45752     0.02587      -0.02346
 -1.60200   1.55061    -1.55185     0.02723      -0.02550
 -1.57697   1.42788    -1.50147     0.02672      -0.02546
 -1.55194   1.23078    -1.34459     0.02488      -0.02387
 -1.52691   1.01740    -1.14275     0.02218      -0.02148
 -1.50188   0.82671    -0.94758     0.01904      -0.01884
 -1.47685   0.67832    -0.78598     0.01561      -0.01622
 -1.45181   0.58709    -0.66914     0.01226      -0.01355
 -1.42678   0.57376    -0.61034     0.00951      -0.01102
 -1.40175   0.65962    -0.63102     0.00772      -0.00897
 -1.37672   0.84772    -0.74814     0.00713      -0.00780
 -1.35169   1.10652    -0.95246     0.00760      -0.00753
 -1.32666   1.37182    -1.19742     0.00877      -0.00811
 -1.30163   1.57175    -1.41254     0.01016      -0.00903
 -1.27660   1.66002    -1.53699     0.01160      -0.01006
 -1.25156   1.63440    -1.55100     0.01299      -0.01104
 -1.22653   1.52744    -1.48073     0.01444      -0.01228
 -1.20150   1.37992    -1.37336     0.01578      -0.01394
 -1.17647   1.22050    -1.26390     0.01679      -0.01587
 -1.15144   1.06358    -1.15989     0.01717      -0.01754
 -1.12641   0.91882    -1.05216     0.01679      -0.01841
 -1.10138   0.79762    -0.93529     0.01580      -0.01812
 -1.07635   0.71113    -0.81843     0.01442      -0.01681
 -1.05131   0.66817    -0.72124     0.01307      -0.01496
 -1.02628   0.68082    -0.66569     0.01204      -0.01313
 -1.00125   0.77438    -0.67543     0.01194      -0.01194
 -0.97622   0.98868    -0.78099     0.01364      -0.01204
 -0.95119   1.35972    -1.01738     0.01804      -0.01410
 -0.92616   1.88724    -1.40530     0.02594      -0.01881
 -0.90113   2.51153    -1.92428     0.03734      -0.02654
 -0.87610   3.12272    -2.50117     0.05132      -0.03698
 -0.85106   3.60523    -3.03173     0.06603      -0.04918
 -0.82603   3.89018    -3.42747     0.07908      -0.06174
 -0.80100   3.97961    -3.65623     0.08857      -0.07321
 -0.77597   3.92525    -3.74622     0.09329      -0.08261
 -0.75094   3.78101    -3.75060     0.09290      -0.08905
 -0.72591   3.56743    -3.70052     0.08780      -0.09198
 -0.70088   3.27426    -3.58309     0.07860      -0.09057
 -0.67584   2.89327    -3.35992     0.06629      -0.08430
 -0.65081   2.44886    -3.01025     0.05253      -0.07339
 -0.62578   1.99965    -2.56223     0.03925      -0.05929
 -0.60075   1.61255    -2.08961     0.02821      -0.04454
 -0.57572   1.33265    -1.67751     0.02045      -0.03164
 -0.55069   1.17081    -1.38467     0.01586      -0.02219
 -0.52566   1.11225    -1.22576     0.01380      -0.01651
 -0.50063   1.13283    -1.17882     0.01332      -0.01389
 -0.47559   1.20786    -1.20464     0.01364      -0.01327
 -0.45056   1.30856    -1.26231     0.01419      -0.01363
 -0.42553   1.39641    -1.31466     0.01452      -0.01408
 -0.40050   1.42777    -1.32959     0.01425      -0.01409
 -0.37547   1.37175    -1.28391     0.01327      -0.01331
 -0.35044   1.22904    -1.16973     0.01187      -0.01172
 -0.32541   1.03617    -0.99740     0.01075      -0.00957
 -0.30038   0.84945    -0.79135     0.01058      -0.00723
 -0.27534   0.71729    -0.58141     0.01185      -0.00505
 -0.25031   0.65684    -0.39402     0.01430      -0.00327
 -0.22528   0.64825    -0.24700     0.01704      -0.00205
 -0.20025   0.64875    -0.14847     0.01887      -0.00141
 -0.17522   0.61783    -0.09975     0.01884      -0.00148
 -0.15019   0.53821    -0.09962     0.01677      -0.00231
 -0.12516   0.42066    -0.14682     0.01321      -0.00419
 -0.10013   0.29255    -0.23763     0.00924      -0.00716
 -0.07509   0.18067    -0.35976     0.00575      -0.01092
 -0.05006   0.09951    -0.48798     0.00320      -0.01478
 -0.02503   0.04974    -0.58758     0.00164      -0.01773
  0.00000   0.02379    -0.62717     0.00083      -0.01883
  0.02503   0.01225    -0.59362     0.00049      -0.01770
  0.05006   0.00774    -0.49864     0.00037      -0.01474
  0.07509   0.00595    -0.37219     0.00032      -0.01086
  0.10013   0.00503    -0.24733     0.00026      -0.00711
  0.12516   0.00474    -0.14704     0.00021      -0.00414
  0.15019   0.00586    -0.07961     0.00021      -0.00217
  0.17522   0.01000    -0.04236     0.00023      -0.00108
  0.20025   0.01929    -0.02824     0.00037      -0.00062
  0.22528   0.03618    -0.03108     0.00067      -0.00055
  0.25031   0.06238    -0.04727     0.00119      -0.00078
  0.27534   0.09765    -0.07489     0.00190      -0.00125
  0.30038   0.13894    -0.11166     0.00290      -0.00200
  0.32541   0.18154    -0.15387     0.00423      -0.00305
  0.35044   0.22144    -0.19708     0.00602      -0.00456
  0.37547   0.25808    -0.23826     0.00842      -0.00660
  0.40050   0.29395    -0.27753     0.01159      -0.00939
  0.42553   0.33070    -0.31656     0.01534      -0.01293
  0.45056   0.36448    -0.35433     0.01905      -0.01678
  0.47559   0.38498    -0.38387     0.02178      -0.02017
  0.50063   0.38047    -0.39373     0.02257      -0.02210
  0.52566   0.34537    -0.37440     0.02112      -0.02190
  0.55069   0.28481    -0.32522     0.01775      -0.01951
  0.57572   0.21244    -0.25597     0.01340      -0.01557
  0.60075   0.14374    -0.18238     0.00913      -0.01118
  0.62578   0.08952    -0.11863     0.00566      -0.00723
  0.65081   0.05331    -0.07215     0.00324      -0.00432
  0.67584   0.03280    -0.04316     0.00181      -0.00241
  0.70088   0.02303    -0.02735     0.00105      -0.00131
  0.72591   0.01964    -0.01990     0.00072      -0.00077
  0.75094   0.02038    -0.01765     0.00062      -0.00057
  0.77597   0.02557    -0.02004     0.00090      -0.00068
  0.80100   0.03736    -0.02854     0.00160      -0.00119
  0.82603   0.05815    -0.04540     0.00293      -0.00229
  0.85106   0.08869    -0.07187     0.00494      -0.00400
  0.87610   0.12647    -0.10657     0.00746      -0.00632
  0.90113   0.16605    -0.14521     0.01031      -0.00900
  0.92616   0.20127    -0.18207     0.01297      -0.01175
  0.95119   0.22881    -0.21306     0.01527      -0.01421
  0.97622   0.24988    -0.23790     0.01707      -0.01628
  1.00125   0.26838    -0.25953     0.01844      -0.01780
  1.02628   0.28634    -0.28060     0.01934      -0.01882
  1.05131   0.30060    -0.29944     0.01959      -0.01921
  1.07635   0.30326    -0.30922     0.01895      -0.01879
  1.10138   0.28663    -0.30132     0.01732      -0.01745
  1.12641   0.24881    -0.27118     0.01476      -0.01526
  1.15144   0.19588    -0.22212     0.01174      -0.01247
  1.17647   0.13903    -0.16422     0.00877      -0.00955
  1.20150   0.08919    -0.10951     0.00635      -0.00703
  1.22653   0.05286    -0.06660     0.00474      -0.00515
  1.25156   0.03144    -0.03863     0.00420      -0.00417
  1.27660   0.02366    -0.02470     0.00498      -0.00418
  1.30163   0.02851    -0.02301     0.00764      -0.00562
  1.32666   0.04732    -0.03353     0.01324      -0.00923
  1.35169   0.08301    -0.05881     0.02290      -0.01610
  1.37672   0.13702    -0.10190     0.03713      -0.02728
  1.40175   0.20503    -0.16238     0.05484      -0.04276
  1.42678   0.27431    -0.23244     0.07279      -0.06065
  1.45181   0.32642    -0.29626     0.08622      -0.07692
  1.47685   0.34471    -0.33508     0.09089      -0.08682
  1.50188   0.32312    -0.33611     0.08520      -0.08711
  1.52691   0.26957    -0.29941     0.07128      -0.07780
  1.55194   0.20176    -0.23781     0.05369      -0.06217
  1.57697   0.13843    -0.17011     0.03716      -0.04494
  1.60200   0.09242    -0.11240     0.02472      -0.03013
  1.62703   0.06918    -0.07365     0.01738      -0.01972
  1.65207   0.06940    -0.05651     0.01482      -0.01413
  1.67710   0.09159    -0.06081     0.01634      -0.01282
  1.70213   0.13208    -0.08558     0.02104      -0.01524
  1.72716   0.18301    -0.12809     0.02781      -0.02076
  1.75219   0.23179    -0.18128     0.03491      -0.02833
  1.77722   0.26427    -0.23309     0.04054      -0.03639
  1.80225   0.27110    -0.26954     0.04349      -0.04303
  1.82728   0.25271    -0.28103     0.04392      -0.04708
  1.85232   0.21935    -0.26745     0.04335      -0.04862
  1.87735   0.18538    -0.23830     0.04400      -0.04920
  1.90238   0.16197    -0.20722     0.04728      -0.05080
  1.92741   0.15212    -0.18451     0.05293      -0.05446
  1.95244   0.15090    -0.17242     0.05879      -0.05931
  1.97747   0.14957    -0.16570     0.06204      -0.06304
  2.00250   0.14090    -0.15647     0.06042      -0.06300
  2.02753   0.12245    -0.13931     0.05349      -0.05782
  2.05257   0.09682    -0.11396     0.04280      -0.04805
  2.07760   0.06925    -0.08453     0.03090      -0.03598
  2.10263   0.04473    -0.05651     0.02013      -0.02424
  2.12766   0.02620    -0.03404     0.01205      -0.01481
  2.15269   0.01424    -0.01872     0.00715      -0.00864
  2.17772   0.00796    -0.01006     0.00545      -0.00592
  2.20275   0.00612    -0.00669     0.00690      -0.00651
  2.22778   0.00772    -0.00734     0.01163      -0.01054
  2.25282   0.01199    -0.01105     0.01965      -0.01798
  2.27785   0.01806    -0.01690     0.03009      -0.02823
  2.30288   0.02447    -0.02350     0.04090      -0.03945
  2.32791   0.02950    -0.02906     0.04928      -0.04884
  2.35294   0.03151    -0.03188     0.05258      -0.05350
  2.37797   0.03004    -0.03114     0.04981      -0.05204
  2.40300   0.02601    -0.02742     0.04244      -0.04523
  2.42804   0.02137    -0.02251     0.03340      -0.03593
  2.45307   0.01817    -0.01853     0.02591      -0.02746
  2.47810   0.01769    -0.01697     0.02199      -0.02219
  2.50313   0.02006    -0.01831     0.02205      -0.02098
  2.52816   0.02441    -0.02197     0.02509      -0.02322
  2.55319   0.02935    -0.02672     0.02974      -0.02772
  2.57822   0.03349    -0.03133     0.03488      -0.03346
  2.60325   0.03596    -0.03479     0.04015      -0.03986
  2.62829   0.03634    -0.03637     0.04605      -0.04715
  2.65332   0.03464    -0.03581     0.05430      -0.05659
  2.67835   0.03118    -0.03306     0.06822      -0.07131
  2.70338   0.02641    -0.02854     0.09338      -0.09651
  2.72841   0.02112    -0.02304     0.13597      -0.13840
  2.75344   0.01626    -0.01771     0.19921      -0.20031
  2.77847   0.01279    -0.01364     0.27900      -0.27840
  2.80350   0.01150    -0.01175     0.36164      -0.35918
  2.82854   0.01271    -0.01246     0.42780      -0.42355
  2.85357   0.01622    -0.01563     0.46065      -0.45512
  2.87860   0.02143    -0.02071     0.45424      -0.44818
  2.90363   0.02757    -0.02682     0.41542      -0.40982
  2.92866   0.03399    -0.03327     0.35909      -0.35471
  2.95369   0.04043    -0.03964     0.30036      -0.29750
  2.97872   0.04672    -0.04592     0.24900      -0.24748
  3.00375   0.05264    -0.05199     0.20799      -0.20757
  3.02879   0.05738    -0.05737     0.17590      -0.17669
  3.05382   0.05981    -0.06093     0.15013      -0.15233
  3.07885   0.05908    -0.06154     0.12984      -0.13352
  3.10388   0.05546    -0.05901     0.11704      -0.12168
  3.12891   0.05051    -0.05447     0.11611      -0.12059
  3.15394   0.04643    -0.04999     0.13115      -0.13431
  3.17897   0.04462    -0.04732     0.16287      -0.16397
  3.20401   0.04486    -0.04665     0.20697      -0.20592
  3.22904   0.04549    -0.04665     0.25549      -0.25292
  3.25407   0.04452    -0.04538     0.30069      -0.29767
  3.27910   0.04103    -0.04181     0.33851      -0.33661
  3.30413   0.03568    -0.03642     0.36929      -0.37034
  3.32916   0.03017    -0.03083     0.39511      -0.40060
  3.35419   0.02637    -0.02688     0.41704      -0.42724
  3.37922   0.02556    -0.02589     0.43494      -0.44822
  3.40426   0.02820    -0.02841     0.44925      -0.46225
  3.42929   0.03393    -0.03408     0.46197      -0.47096
  3.45432   0.04151    -0.04177     0.47533      -0.47814
  3.47935   0.04907    -0.04965     0.48990      -0.48708
  3.50438   0.05440    -0.05551     0.50415      -0.49877
  3.52941   0.05590    -0.05762     0.51619      -0.51191
  3.55444   0.05316    -0.05536     0.52480      -0.52414
  3.57947   0.04708    -0.04943     0.52878      -0.53194
  3.60451   0.03936    -0.04153     0.52484      -0.53015
  3.62954   0.03175    -0.03347     0.50752      -0.51273
  3.65457   0.02546    -0.02660     0.47238      -0.47599
  3.67960   0.02108    -0.02170     0.42076      -0.42239
  3.70463   0.01889    -0.01907     0.36182      -0.36188
  3.72966   0.01888    -0.01875     0.30897      -0.30807
  3.75469   0.02077    -0.02043     0.27324      -0.27165
  3.77972   0.02391    -0.02347     0.25846      -0.25598
  3.80476   0.02748    -0.02700     0.26166      -0.25793
  3.82979   0.03073    -0.03030     0.27762      -0.27248
  3.85482   0.03334    -0.03302     0.30240      -0.29642
  3.87985   0.03539    -0.03522     0.33409      -0.32831
  3.90488   0.03698    -0.03703     0.37062      -0.36643
  3.92991   0.03812    -0.03843     0.40843      -0.40711
  3.95494   0.03853    -0.03913     0.44383      -0.44609
  3.97997   0.03800    -0.03883     0.47506      -0.48087
  4.00501   0.03651    -0.03751     0.50302      -0.51180
  4.03004   0.03438    -0.03544     0.52962      -0.54049
  4.05507   0.03219    -0.03319     0.55560      -0.56731
  4.08010   0.03044    -0.03136     0.57930      -0.59033
  4.10513   0.02947    -0.03031     0.59765      -0.60651
  4.13016   0.02933    -0.03005     0.60800      -0.61349
  4.15519   0.02966    -0.03034     0.60920      -0.61094
  4.18023   0.02997    -0.03060     0.60213      -0.60068
  4.20526   0.02984    -0.03042     0.58949      -0.58607
  4.23029   0.02926    -0.02978     0.57499      -0.57092
  4.25532   0.02863    -0.02907     0.56198      -0.55827
  4.28035   0.02851    -0.02882     0.55235      -0.54937
  4.30538   0.02906    -0.02934     0.54628      -0.54383
  4.33041   0.03016    -0.03043     0.54353      -0.54124
  4.35544   0.03129    -0.03161     0.54506      -0.54243
  4.38048   0.03205    -0.03245     0.55313      -0.54976
  4.40551   0.03235    -0.03282     0.57026      -0.56594
  4.43054   0.03234    -0.03283     0.59717      -0.59209
  4.45557   0.03223    -0.03273     0.63157      -0.62635
  4.48060   0.03208    -0.03255     0.66764      -0.66342
  4.50563   0.03162    -0.03209     0.69674      -0.69470
  4.53066   0.03054    -0.03104     0.70981      -0.71066
  4.55569   0.02875    -0.02926     0.70267      -0.70597
  4.58073   0.02651    -0.02695     0.68139      -0.68522
  4.60576   0.02462    -0.02486     0.66377      -0.66502
  4.63079   0.02405    -0.02399     0.67312      -0.66867
  4.65582   0.02545    -0.02512     0.72650      -0.71465
  4.68085   0.02886    -0.02835     0.82411      -0.80583
  4.70588   0.03334    -0.03294     0.94735      -0.92643
  4.73091   0.03755    -0.03749     1.06643      -1.04841
  4.75594   0.04001    -0.04052     1.15330      -1.14302
  4.78098   0.04005    -0.04108     1.19122      -1.19090
  4.80601   0.03777    -0.03915     1.17775      -1.18600
  4.83104   0.03409    -0.03550     1.12073      -1.13373
  4.85607   0.03015    -0.03131     1.03391      -1.04699
  4.88110   0.02683    -0.02764     0.93394      -0.94368
  4.90613   0.02467    -0.02513     0.84077      -0.84569
  4.93116   0.02372    -0.02394     0.77760      -0.77790
  4.95620   0.02363    -0.02376     0.76737      -0.76409
  4.98123   0.02382    -0.02397     0.82536      -0.81981
  5.00626   0.02361    -0.02391     0.95070      -0.94394
